State,City,Date,AQI,PM2.5,n_PM2.5,PM10,n_PM10,NO2,n_NO2,SO2,n_SO2,NH3,n_NH3,CO,n_CO,O3,n_O3,tempmax,tempmin,precip,windspeed,winddir,solarradiation,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precipprob,precipcover,snow,snowdepth,windgust,sealevelpressure,cloudcover,visibility,solarenergy,uvindex
Delhi,Delhi,01-01-2017,345,213.192,10,343.363,8,47.6345,11,19.922,5,77.8533,6,5.5775,4,43.055,4,22.2,9.4,0,16.6,89.5,148.2,15.6,22.2,9.4,15.6,12.7,84.7,0,0,0,0,31.7,1016.3,1.1,1.2,12.7,6
Delhi,Delhi,02-01-2017,337,191.199,8,382.616,5,62.6256,9,18.3067,6,78.3583,6,4.584,5,39.044,5,23.6,11,0,9.2,326,152.1,16.2,23.6,11,16.2,13.2,84.1,0,0,0,0,20.5,1018.2,6,0.9,13.1,6
Delhi,Delhi,03-01-2017,331,187.049,9,365.222,5,66.85,9,18.7083,6,76.9767,6,6.028,5,42.144,5,23.5,10.8,0,9.4,270.7,157.2,15.6,23.5,10.8,15.6,12.9,85.6,0,0,0,0,17.6,1018.4,35.5,0.8,13.5,6
Delhi,Delhi,04-01-2017,381,194.639,9,346.418,5,66.0489,9,19.7617,6,93.3883,6,4.868,5,52.592,5,24.8,10.2,0,11.2,157.9,162.6,16.8,24.8,10.2,16.8,12.4,78.2,0,0,0,0,18.7,1016,0,1.2,14.1,6
Delhi,Delhi,05-01-2017,321,192.943,9,331.446,5,65.1733,9,20.0083,6,87.0717,6,5.43,5,62.086,5,24.9,11.3,0,9.4,269,164.3,17.1,24.9,11.3,17.1,13.2,79.9,0,0,0,0,16.9,1014.3,0,1.5,14.2,6
Delhi,Delhi,06-01-2017,351,164.98,9,259.134,5,59.5189,9,14.795,6,73.2533,6,2.4,5,47.316,5,24,13.2,0,14.1,121.9,141.2,18,24,13.2,18,14.8,83,0,0,0,0,37.4,1012,10.8,1.5,12.3,5
Delhi,Delhi,07-01-2017,278,123.346,9,178.928,5,45.7956,9,13.0733,6,54.18,6,1.752,5,19.1,4,16,13,2.299,21.3,109.8,92.6,14.6,16,13,14.6,13.8,95.5,100,12.5,0,0,29.2,1011.5,70.6,1,8,3
Delhi,Delhi,08-01-2017,288,128.056,9,220.284,5,54.5522,9,21.0667,6,48.4467,6,2.18,5,44.996,5,20.2,11.7,0,7.7,59.5,146.4,14.8,20.2,11.7,14.8,12.6,87.4,0,0,0,0,20.9,1014.9,36.1,1.2,12.6,6
Delhi,Delhi,09-01-2017,308,124.497,10,248.308,5,58.843,10,18.3857,7,45.5617,6,1.938,5,46.7333,6,18.8,9.9,0,12.3,305.9,164.4,13.5,18.8,9.9,13.5,10.9,85.5,0,0,0,0,24.5,1015.6,18.9,1.1,14.2,6
Delhi,Delhi,10-01-2017,247,98.534,10,222.16,5,56.567,10,14.5714,7,40.425,6,2.0725,4,56.9267,6,17.6,6,0,21,290.9,179.3,11.5,17.6,6,11.3,5.6,72.2,0,0,0,0,32.8,1016.3,0,2.3,15.4,7
Delhi,Delhi,11-01-2017,280,137.631,10,281.774,5,63.1056,9,19.8629,7,46.162,5,2.41333,6,54.638,5,16.9,5.2,0,20,275.5,178.8,10.4,16.9,2.6,10,4.8,70.2,0,0,0,0,27.7,1016.7,6,1.8,15.4,7
Delhi,Delhi,12-01-2017,323,193.165,10,400.5,5,67.261,10,27.8629,7,56.6833,6,2.904,5,56.5583,6,18,4.2,0,15.1,283.1,177.2,10.6,18,4.2,10.5,6.1,75.9,0,0,0,0,22.7,1016.3,0.2,1.5,15.5,7
Delhi,Delhi,13-01-2017,326,204.787,10,396.58,5,71.604,10,23.9971,7,65.3617,6,4.638,5,62.6083,6,19,5.2,0,14.1,298,180.4,11.5,19,5.2,11.4,6,72.7,0,0,0,0,23.8,1017.2,0,1.4,15.6,7
Delhi,Delhi,14-01-2017,384,273.8,9,502.225,4,71.1122,9,17.9767,6,71.408,5,4.185,4,37.21,2,18.9,4.4,0,11.3,291.4,162.2,11.8,18.9,4.4,11.8,7.2,75.3,0,0,0,0,19.1,1018.6,36.3,1.2,14,6
Delhi,Delhi,15-01-2017,326,188.48,10,359.4,5,71.1878,9,25.2286,7,67.642,5,3.296,5,78.385,6,23,9,0,7.6,150.7,173.7,15.7,23,9,15.7,8.9,66.7,0,0,0,0,15.5,1017.9,43.6,1.4,15.1,7
Delhi,Delhi,16-01-2017,355,149.826,10,260.07,5,49.93,10,16.4614,7,58.3167,6,2.072,5,31.394,5,18.6,9.8,0,20.5,300.5,172,13.8,18.6,7.7,13.6,9.3,75.2,0,0,0,0,25.6,1016.7,30.5,1.3,14.9,7
Delhi,Delhi,17-01-2017,245,127.839,10,199.342,5,43.907,10,15.2129,7,45.8233,6,2.034,5,40.035,6,15,5,0,13,285,177.8,10,15,2.1,9.1,8,87.8,0,0,0,0,27,1018.4,30.9,1,15.5,7
Delhi,Delhi,18-01-2017,317,155.713,10,253.88,5,62.5422,9,19.3014,7,51.012,5,1.81,5,42.0733,6,19,5,0,11.8,315.7,180.9,11.4,19,5,11.3,8.1,81.3,0,0,0,0,25.6,1021.4,20.5,1.2,15.7,7
Delhi,Delhi,19-01-2017,300,146.927,10,211.84,5,45.9933,9,15.3829,7,37.764,5,1.834,5,43.2633,6,20.7,6.8,0,15.4,289,179.7,12.5,20.7,5.2,12.1,8.8,80.2,0,0,0,0,31,1022.7,12.5,1.4,15.5,7
Delhi,Delhi,20-01-2017,216,138.639,10,199.008,5,54.371,10,15.1871,7,39.9883,6,1.922,5,55.5933,6,19.8,6,0,18,283.2,167.4,12.1,19.8,4.4,11.5,7.8,78.4,0,0,0,0,28.4,1021.8,31.9,1.3,14.4,7
Delhi,Delhi,21-01-2017,286,254.157,6,238.08,1,56.2533,6,17.95,3,48.5167,3,0.62,1,34.27,2,19,5,0,13.4,267.4,134.3,12.7,19,3.3,12.4,8.5,78,0,0,0,0,21.6,1020.4,39.9,1.1,11.6,5
Delhi,Delhi,22-01-2017,365,239.093,6,356.68,1,49.885,6,14.9567,3,66.4167,3,1.67,1,36.62,2,23.2,9,0,10.5,302.7,175.5,15.7,23.2,7.9,15.7,12.2,81,0,0,0,0,24.1,1021.2,16.3,1.3,15,7
Delhi,Delhi,23-01-2017,309,157.506,10,307.112,5,63.765,10,19.0229,7,51.7333,6,3.2925,4,51.2667,6,24,9,0,14.4,286.1,180.2,16.2,24,8.5,16.1,12.6,81.4,0,0,0,0,27.7,1019.9,5.1,1.2,15.6,7
Delhi,Delhi,24-01-2017,336,181.664,10,408.042,5,78.642,10,19.6857,7,73.6533,6,5.184,5,62.4683,6,25.1,11,0,9.4,347.5,174.8,17.4,25.1,11,17.4,12,73.8,0,0,0,0,21.2,1018.5,20.4,1.2,15.1,7
Delhi,Delhi,25-01-2017,366,196.256,10,374.414,5,77.002,10,18.1314,7,82.095,6,5.0775,4,39.4683,6,25.8,13.4,0.597,23.1,108.7,144.6,19.2,25.8,13.4,19.2,14.5,76,100,4.17,0,0,37.4,1018.3,52.8,1.3,12.4,6
Delhi,Delhi,26-01-2017,324,105.822,10,154.026,5,49.25,10,15.0086,7,45.2517,6,1.2425,4,14.455,6,18.2,14,29.918,21,74.5,42.3,16.4,18.2,14,16.4,15.1,92.2,100,20.83,0,0,33.5,1017.7,80.7,1,3.6,2
Delhi,Delhi,27-01-2017,118,59.9378,9,72.658,5,37.736,10,11.9443,7,32.7083,6,1.164,5,29.6017,6,19.6,12,0.2,20.3,275.2,118,15.1,19.6,12,15.1,12.6,86.1,100,8.33,0,0,37.1,1017.8,47.4,1.5,10.1,5
Delhi,Delhi,28-01-2017,212,91.45,10,147.984,5,40.24,10,13.1714,7,31.4383,6,1.354,5,27.9867,6,18.8,10,0,15.9,281.2,161.1,13.8,18.8,8.7,13.7,11.7,88.2,0,0,0,0,27,1019.6,43.2,0.8,13.9,6
Delhi,Delhi,29-01-2017,211,103.721,9,180.786,5,42.397,10,14.6786,7,33.24,6,2.596,5,38.5817,6,21,11,0,16.9,271.8,185,15,21,11,15,12.1,84.2,0,0,0,0,32.8,1017.2,44.5,1.1,16,7
Delhi,Delhi,30-01-2017,294,142.077,10,281.788,5,58.835,10,16.2886,7,52.3733,6,3.67,5,46.18,6,21.8,10.8,0,13.6,271.4,180.7,15.4,21.8,10.8,15.4,11.9,81.9,0,0,0,0,19.8,1015.8,28.4,1,15.6,7
Delhi,Delhi,31-01-2017,366,165.463,10,282.374,5,64.525,10,18.5014,7,67.12,6,4.4,5,42.87,6,22.9,10,0,16.2,310,180.7,16.5,22.9,10,16.5,12.3,78.8,0,0,0,0,26.6,1015.3,3.4,1.3,15.6,7
Delhi,Delhi,01-02-2017,273,117.387,10,235.672,5,54.962,10,14.6471,7,54.5517,6,3.59,5,37.6517,6,21.8,10,0,16.2,278.1,197.4,15.5,21.8,10,15.5,11.7,80.8,0,0,0,0,24.5,1016.9,16,1.2,16.9,7
Delhi,Delhi,02-02-2017,327,174.077,10,374.956,5,71.648,10,16.1586,7,80.345,6,3.588,5,49.1233,6,23.6,9.3,0,9.4,302.7,195.8,16.3,23.6,9.3,16.3,10.5,72.4,0,0,0,0,17.3,1019.1,26.5,1.6,16.9,7
Delhi,Delhi,03-02-2017,314,181.086,10,388.574,5,70.65,10,16.8229,7,79.7717,6,4.622,5,65.6283,6,24.8,10.2,0,10,262.7,198.9,16.9,24.8,10.2,16.9,11.5,73.6,0,0,0,0,20.2,1017.8,30.9,1.5,16.9,7
Delhi,Delhi,04-02-2017,336,155.531,10,286.096,5,61.676,10,13.2157,7,68.0067,6,2.926,5,50.8167,6,23,13.1,0,18.4,114.3,165.8,18,23,13.1,18,14.5,81.1,0,0,0,0,36.7,1014.8,48.4,1.3,14.3,6
Delhi,Delhi,05-02-2017,260,131.724,9,256.113,4,50.775,10,14.72,7,53.1267,6,3.274,5,50.93,5,23,16,0,23.9,104.8,148.4,18.9,23,16,18.9,15,78.9,0,0,0,0,37.8,1013.7,55.1,1.4,13,7
Delhi,Delhi,06-02-2017,306,140.99,9,340.428,4,52.548,10,12.7114,7,52.6367,6,3.242,5,31.7,6,23.1,12.6,0,19.8,301.6,193.5,17,23.1,12.6,17,12.4,77.1,0,0,0,0,28.1,1015.8,34.8,1.6,16.7,7
Delhi,Delhi,07-02-2017,148,72.336,10,189.556,5,49.409,10,11.8029,7,33.9617,6,1.844,5,55.5667,6,21.8,9,0,17.3,291.3,203,15,21.8,7.6,14.8,8.6,67.7,0,0,0,0,29.9,1016.1,21.4,2.7,17.5,7
Delhi,Delhi,08-02-2017,254,116.328,10,288.936,5,64.139,10,15.5243,7,41.415,6,2.496,5,61.4417,6,23.8,9.8,0,17.4,269.6,207.5,16,23.8,9.8,16,9.2,68,0,0,0,0,22.7,1015.2,25.3,1.9,17.9,8
Delhi,Delhi,09-02-2017,268,116.129,10,267.674,5,61.442,10,16.3786,7,44.9933,6,1.786,5,57.05,6,22,10,0,22.9,289.4,208.7,15.9,22,10,15.9,10,70.6,0,0,0,0,33.5,1016.2,1.1,1.9,17.9,8
Delhi,Delhi,10-02-2017,249,96.166,10,233.452,5,57.657,10,19.6657,7,48.505,6,2.114,5,53.01,6,22.1,9,0,20.5,282.9,214.2,15.2,22.1,8.5,15.2,9.3,71,0,0,0,0,33.1,1015.6,0,2.1,18.6,8
Delhi,Delhi,11-02-2017,239,112.358,10,264.006,5,59.425,10,17.4986,7,58.7533,6,1.434,5,57.6367,6,23.8,8,0,11.8,302.3,216.5,16,23.8,8,15.9,8.2,64.9,0,0,0,0,20.9,1016.3,0,2.3,18.8,8
Delhi,Delhi,12-02-2017,274,127.858,10,249.07,5,65.2,10,21.8471,7,75.065,6,1.864,5,90.4617,6,24.6,9.8,0,11.2,355.6,210.8,16.5,24.6,9.8,16.5,9.9,67.8,0,0,0,0,16.9,1019.4,0,1.9,18.1,8
Delhi,Delhi,13-02-2017,279,116.02,10,254.974,5,66.36,10,17.5229,7,63.3333,6,1.988,5,70.7033,6,24.5,10,0,15.1,291.9,217.8,16.7,24.5,10,16.7,10.2,68.9,0,0,0,0,25.6,1021.3,5.7,2,18.8,8
Delhi,Delhi,14-02-2017,303,151.254,10,296.738,5,70.97,10,17.5129,7,53.895,6,2.438,5,71.5283,6,24.8,9,0,16.9,284.6,221.4,17.2,24.8,7.9,17.1,10.1,66.4,0,0,0,0,28.8,1021.4,13.2,1.8,19.2,8
Delhi,Delhi,15-02-2017,294,148.654,10,319.624,5,72.929,10,18.0757,7,56.8983,6,2.12,5,64.7417,6,26.8,11,0,16.9,276.1,216.8,18.2,26.5,11,18.2,10.7,65.4,0,0,0,0,25.6,1020.7,3.3,2.3,18.8,8
Delhi,Delhi,16-02-2017,284,145.635,10,282.384,5,63.984,10,18.8543,7,53.3817,6,1.642,5,57.5367,6,26.3,13,0,18.4,278.1,208.4,19.8,26.3,13,19.8,11.6,62.1,0,0,0,0,29.2,1018.2,27.6,2,18.1,8
Delhi,Delhi,17-02-2017,294,120,10,275.124,5,61.623,10,17.5243,7,51.3067,6,1.98,5,50.4417,6,26.8,15,0,19.1,275.7,195.1,20,27.1,15,20,13.7,68.1,0,0,0,0,30.2,1017.2,39.5,2.1,16.8,6
Delhi,Delhi,18-02-2017,236,100.198,9,270.16,4,63.48,10,18.4486,7,60.915,6,2.07,5,59.8367,6,29.6,14,0,17.4,291.8,217.6,21.3,28.9,14,21.2,14.9,70.8,0,0,0,0,26.3,1017.1,27.6,2,18.8,8
Delhi,Delhi,19-02-2017,237,108.47,9,312.327,4,61.712,10,17.0057,7,70.6183,6,3.815,4,71.7033,6,30.8,15.8,0,14.7,274.7,219.2,22.8,29.8,15.8,22.7,14.7,64.7,0,0,0,0,24.8,1013.9,40.7,2.8,19,8
Delhi,Delhi,20-02-2017,243,112.236,10,325.138,5,66.545,10,19.3571,7,79.7317,6,2.89,5,64.3433,6,32,17.5,0,12.6,242.3,205.4,24,30.7,17.5,23.7,14.5,59.2,0,0,0,0,24.8,1006.6,28.3,2.6,17.8,8
Delhi,Delhi,21-02-2017,254,99.283,10,257.61,5,48.935,10,15.7586,7,55.365,6,2.158,5,51.2533,6,25,16,0,21.6,268,195.6,20.5,25,16,20.5,15,71.7,0,0,0,0,27.7,1007.5,29.7,2.4,16.9,7
Delhi,Delhi,22-02-2017,236,98.174,10,245.886,5,56.16,10,18.3943,7,45.675,6,1.674,5,75.3483,6,26.8,12.4,0,15.4,282.3,234.9,20.1,26.3,12.4,20.1,11.2,61.3,0,0,0,0,25.2,1011.8,6.3,2.5,20.3,8
Delhi,Delhi,23-02-2017,182,94.758,10,190.714,5,54.294,10,19.5429,7,40.635,6,1.34,5,49.7917,6,25,11.8,0,28.7,286.7,239.6,18.7,25,11.8,18.7,6.3,47.5,0,0,0,0,45.2,1014.7,0,3.2,20.8,8
Delhi,Delhi,24-02-2017,226,205.172,6,104.66,1,36.4817,6,8.91667,3,37.25,3,2.47,1,78.51,2,25,9,0,23,294.5,242.1,18.6,25,7.6,18.6,6.8,48.3,0,0,0,0,42.8,1016.2,0,3.3,20.9,8
Delhi,Delhi,25-02-2017,208,199.983,6,105.26,1,41.3083,6,11.3633,3,43.0533,3,1.32,1,71.33,2,27,11,0,33.6,286,237.9,19.3,26.6,11,19.3,7.7,49,0,0,0,0,53.6,1014.7,0,3,20.6,8
Delhi,Delhi,26-02-2017,256,156.221,10,194.21,5,54.168,10,17.6914,7,38.0117,6,2.44,1,91.85,6,27,11,0,25,275.3,242.9,19.1,26.5,11,19,9.6,57.9,0,0,0,0,43.2,1012.7,0,2.7,20.9,8
Delhi,Delhi,27-02-2017,226,178.42,10,226.926,5,57.989,10,17.3386,7,48.8967,6,2.86,5,87.0067,6,28.8,11,0,15.9,288.3,241.6,20.3,27.7,11,20.1,9.4,53.9,0,0,0,0,29.9,1014.2,0,3.1,20.8,8
Delhi,Delhi,28-02-2017,266,139.329,10,378.224,5,81.768,10,22.6386,7,86.6,6,4.198,5,76.3217,6,32.2,13.9,0,11.5,100.7,227.5,22.5,30.5,13.9,22.1,10.9,53.4,0,0,0,0,18,1014,19.4,2.6,19.6,8
Delhi,Delhi,01-03-2017,290,111.936,9,313.032,5,76.0911,9,25.3483,6,78.1433,6,3.9775,4,64.142,5,29.9,19.2,0,14.8,69.8,205.8,24,29.1,19.2,23.8,12.5,50.1,0,0,0,0,27,1012.7,43.2,2.6,17.7,7
Delhi,Delhi,02-03-2017,258,97.3,9,245.752,5,61.7056,9,23.3467,6,57.95,6,1.82,4,43.42,5,28,16.8,0,16.6,288.3,214.2,22.4,27.7,16.8,22.4,14.3,61.6,0,0,0,0,19.1,1012.3,46.1,2.4,18.4,7
Delhi,Delhi,03-03-2017,141,56.8744,9,160.02,5,51.4944,9,19.735,6,44.72,6,1.72,4,69.046,5,27,13.4,0,20.1,313,233.1,21,26.1,13.4,20.9,8.3,48,0,0,0,0,29.5,1011.2,32.8,3.5,20.2,9
Delhi,Delhi,04-03-2017,173,72.6211,9,174.912,5,52.1311,9,17.2183,6,40.3767,6,1.7175,4,76.896,5,26.2,12,0,18,292.9,254.4,19.3,26.2,12,19.3,7.9,51.5,0,0,0,0,29.5,1010.3,12,3,22,9
Delhi,Delhi,05-03-2017,200,90.44,8,204.958,5,52.5244,9,21.8383,6,32.1467,6,7.78,5,85.036,5,27.8,11,0,22.2,288.3,256,19.5,26.7,11,19.4,7,49.1,0,0,0,0,36.7,1010.9,4.1,2.6,22.1,9
Delhi,Delhi,06-03-2017,177,79.5656,9,213.73,5,55.7744,9,23.2933,6,39.7867,6,1.97,4,91.512,5,28,11,0,18.5,283.5,252.6,20.2,26.9,11,20,6.8,45.2,0,0,0,0,33.8,1010.6,9.8,2.8,21.9,9
Delhi,Delhi,07-03-2017,197,98.1867,9,286.02,5,69.5933,9,29.7033,6,59.21,6,3.4975,4,95.458,5,30,13,0,12.8,280.3,224.6,21.9,28.6,13,21.6,8.7,47.2,0,0,0,0,27.7,1009.1,31,2.6,19.4,8
Delhi,Delhi,08-03-2017,194,117.437,9,194.794,5,45.9967,9,22.9083,6,39.1033,6,1.7925,4,61.236,5,26.8,19,0,24.1,27.2,216.4,22.2,26.8,19,22.2,11.5,50.9,0,0,0,0,37.8,1008.7,56.1,3.3,18.7,8
Delhi,Delhi,09-03-2017,162,74.8563,8,122.225,4,45.8813,8,17.6,5,46.58,5,1.15667,3,40.152,5,27.9,15,3.41,16.6,81.5,219.5,19.6,27.8,15,19.6,13.7,70.9,100,8.33,0,0,33.1,1008.1,50.1,2.8,19.2,8
Delhi,Delhi,10-03-2017,90,33.8143,7,93.365,4,41.5312,8,15.196,5,43.126,5,0.903333,3,39.3767,3,24.8,15,0,20.6,127.8,210.6,18.3,24.8,15,18.3,12.8,70.9,0,0,0,0,41.8,1007,50.2,3.4,18.3,8
Delhi,Delhi,11-03-2017,68,36.6975,8,106.778,5,38.555,8,17.4267,6,37.298,5,1.20667,3,82.04,5,23,12,0.979,14.8,11.1,214.7,17.3,23,12,17.3,10.2,66,100,4.17,0,0,33.5,1010,45.8,3.5,18.5,8
Delhi,Delhi,12-03-2017,104,55.075,8,144.134,5,39.4087,8,16.005,6,37.726,5,1.33667,3,63.61,5,23.6,11.9,6.597,27.7,311.7,260,17.8,23.6,11.9,17.8,8.7,59,100,4.17,0,0,46.4,1014.3,28.4,3.4,22.4,9
Delhi,Delhi,13-03-2017,150,62.065,8,150.514,5,31.8238,8,16.5217,6,34.282,5,1.24667,3,84.914,5,23.8,10,0,18.9,303.8,267.5,17.7,23.8,9.1,17.7,6.3,50.8,0,0,0,0,33.8,1014.6,2.3,3.4,23.2,9
Delhi,Delhi,14-03-2017,123,67.6675,8,289.098,5,41.7912,8,18.725,6,45.616,5,1.97,3,89.482,5,26,10.4,0,18.6,304.8,265.5,18.4,26,10.4,18.4,7.3,52.1,0,0,0,0,27.7,1016.3,13.9,3.3,23,9
Delhi,Delhi,15-03-2017,214,82.99,8,306.104,5,46.5125,8,18.8883,6,53.356,5,1.82667,3,78.286,5,28,12,0,37.8,300.3,267,20.3,27,12,20.1,9.1,53.5,0,0,0,0,27.7,1014.9,11.8,3,23,9
Delhi,Delhi,16-03-2017,207,98.1,8,303.384,5,50.5538,8,22.3467,6,51.926,5,1.85333,3,76.718,5,29.8,14.8,0,20.5,303.3,234.2,22.2,28.8,14.8,21.9,10.9,52.9,0,0,0,0,20.9,1012,49.1,2.7,20,8
Delhi,Delhi,17-03-2017,226,89.5725,8,242.694,5,40.6562,8,18.9433,6,40.25,5,5.202,5,53.89,4,27.8,13,0,22.5,294.8,266.5,21.4,27.4,13,21.3,12.8,61.4,0,0,0,0,34.9,1011,11.1,2.8,23,9
Delhi,Delhi,18-03-2017,185,77.82,8,233.286,5,49.1275,8,22.6,6,41.924,5,2.7275,4,89.47,5,29.8,14,0,29.1,300.9,267.1,22.6,28.8,14,22.3,11.2,52.2,0,0,0,0,25.2,1010.6,21.2,2.7,23,9
Delhi,Delhi,19-03-2017,222,108.949,8,304.196,5,56.93,8,24.3267,6,57.018,5,2.305,4,80.718,5,29.8,16.8,0,18.1,297.8,255.2,22.9,29.4,16.8,22.9,12.8,54.7,0,0,0,0,27.7,1011.6,26.2,3,21.9,9
Delhi,Delhi,20-03-2017,241,97.4313,8,304.32,5,44.9,8,19.3983,6,42.282,5,1.8075,4,82.15,5,30.2,16,0,23.5,290.2,277.4,22.9,29,16,22.7,13.3,58.4,0,0,0,0,38.9,1012.7,0,2.7,24,9
Delhi,Delhi,21-03-2017,251,99.6875,8,338.718,5,51.1863,8,23.3433,6,45.436,5,2.52,4,90.2,5,33.2,17,0,20.6,284.2,270.9,25.1,32.2,17,24.7,13.4,52,0,0,0,0,32.6,1012.4,6.5,2.7,23.3,9
Delhi,Delhi,22-03-2017,242,111.129,9,328.022,5,50.7522,9,21.4286,7,49.968,5,2.18333,3,67.2367,6,35.2,19,0,22,277.8,267.3,27.1,35.3,19,26.9,14.1,48.3,0,0,0,0,33.5,1010.8,0,3.1,23,9
Delhi,Delhi,23-03-2017,246,113.22,8,360.192,4,57.6543,7,29.524,5,64.555,4,2.6775,4,94.205,4,37,19.5,0,9.4,303.2,261.2,28.5,37.9,19.5,28.6,15.5,48.5,0,0,0,0,19.4,1009.7,6.3,3.1,22.5,9
Delhi,Delhi,24-03-2017,244,125.99,8,241.772,4,82.9025,8,22.7,5,68.452,5,1.57,3,42.785,4,34.8,21.6,0,95.1,318,263.2,28.1,33.5,21.6,27.7,14.6,47.3,0,0,0,0,33.5,1010.4,25.9,2.9,22.7,9
Delhi,Delhi,25-03-2017,197,93.6337,8,205.752,4,59.9963,8,16.79,5,47.214,5,1.31333,3,54.06,4,34.6,17,0,25.4,296.4,277.7,26.5,33.3,17,26.1,12.9,46.2,0,0,0,0,35.6,1010.7,5.9,3.5,24,9
Delhi,Delhi,26-03-2017,177,81.235,8,216.305,4,56.7257,7,17.642,5,43.405,4,1.37667,3,57.5575,4,34.8,18,0,32.2,298.2,281.4,27.4,33,18,26.9,13.2,45.2,0,0,0,0,50,1011.3,3.5,3.3,24.2,9
Delhi,Delhi,27-03-2017,164,92.6688,8,195.35,4,58.2163,8,18.054,5,45.658,5,1.38333,3,56.7825,4,37,20,0,140.1,303.5,279,28.9,37,20,28.9,15,44.8,0,0,0,0,37.1,1010.3,0.4,3.4,24.1,9
Delhi,Delhi,28-03-2017,218,127.862,8,267.545,4,65.0938,8,18.556,5,54.69,5,1.71,2,52.53,4,38,22,0,16.8,291.9,280,29.9,37,22,29.9,16,46.8,0,0,0,0,37.1,1009.6,0.4,3,24.3,9
Delhi,Delhi,29-03-2017,264,85.7671,7,257.798,4,57.7575,8,18.07,5,49.09,5,1.77,3,45.7375,4,38.1,23,0,23.9,288.8,280,30.6,37.4,23,30.4,15.2,42.4,0,0,0,0,39.1,1008.2,0,3.4,24.2,9
Delhi,Delhi,30-03-2017,151,51.9317,6,184.3,4,54.6487,8,17.42,5,45.696,5,1.31333,3,48.0375,4,38,22,0,25.3,293.6,283.5,31.1,37.4,22,30.8,14.8,40.3,0,0,0,0,42.2,1008.1,2.2,3.6,24.5,9
Delhi,Delhi,31-03-2017,176,85.2343,7,349.062,4,67.1238,8,19.972,5,55.482,5,2.14333,3,73.025,4,39,23,0,16.6,286.8,274.3,31.1,38.3,23,31,15,40.4,0,0,0,0,25.2,1008.7,24,3.4,23.7,9
Delhi,Delhi,01-04-2017,223,92.3525,8,234.368,4,62.735,8,23.0683,6,54.426,5,6.665,4,47.6233,3,40,23,0,21,296,256.1,31.7,38.6,23,31.4,14.8,39.6,0,0,0,0,33.5,1006.7,25.3,3.3,22.2,9
Delhi,Delhi,02-04-2017,177,73.0037,8,176.86,4,59.9275,8,18.3667,6,47.75,5,7.905,4,76.63,4,38,23,0,24.1,288.4,291.9,30.9,36.7,23,30.2,13.5,37.9,0,0,0,0,33.5,1005.3,5.2,3.8,25.3,9
Delhi,Delhi,03-04-2017,154,70.4,8,179.368,4,65.4275,8,23.9467,6,47.67,5,1.164,5,77.2025,4,39.2,22,0,20,299.7,271.4,31.4,37.8,22,30.6,11.7,32.3,0,0,0,0,27.7,1005.5,6,3.7,23.5,9
Delhi,Delhi,04-04-2017,165,67.4513,8,237.885,4,62.0871,7,22.3517,6,45.3075,4,1.36,5,49.6525,4,37,23.5,0,30.9,343.1,259.2,30.2,35.1,23.5,29.4,12.4,35.1,0,0,0,0,40.7,1007.2,43.1,3.8,22.4,9
Delhi,Delhi,05-04-2017,108,41.2175,8,158.96,4,53.3614,7,15.27,6,41.535,4,10.254,5,41.8575,4,33.8,22.8,23.996,24.1,99.8,244.1,27.9,35.2,22.8,28.3,16.8,51.9,100,12.5,0,0,46.4,1005,51.6,3.4,21.1,9
Delhi,Delhi,06-04-2017,109,65.0475,8,273.855,4,56.5786,7,16.5667,6,37.3925,4,3.212,5,64.765,4,38,23.9,0,24,169.2,289.8,30,36.1,23.9,29.2,11.7,36.5,0,0,0,0,54,1003.5,21.1,3.4,25.1,9
Delhi,Delhi,07-04-2017,351,133.539,8,578.32,4,66.3225,8,24.63,6,30.42,5,4.556,5,68.52,4,34.2,23.1,0,17.4,295,283.8,28.8,32,23.1,27.7,6.8,27.9,0,0,0,0,30.6,1007.5,8,2.1,24.5,9
Delhi,Delhi,08-04-2017,269,102.509,8,360.757,4,86.5387,8,29.9383,6,33.688,5,9.558,5,92.305,4,33.8,17.6,0,19.5,284.6,311.8,26.6,31.4,17.6,25.7,4.4,26.5,0,0,0,0,26.3,1010.7,0,3.3,27.1,10
Delhi,Delhi,09-04-2017,130,46.435,8,172.005,4,54.9062,8,20.6183,6,24.258,5,3.664,5,88.4375,4,32.2,19.4,0,24.6,311.2,311.5,27,30,19.4,26.1,5,26.1,0,0,0,0,43,1011.5,0,4.1,27,10
Delhi,Delhi,10-04-2017,144,81.6562,8,212.648,4,61.6175,8,18.6717,6,24.964,5,6.81,5,91.69,4,34,20,0,26.8,295.6,313.1,27.5,32,20,26.6,5.5,25.5,0,0,0,0,47.8,1009.6,0,3.8,27.1,10
Delhi,Delhi,11-04-2017,162,84.173,10,226.288,5,61.5744,9,24.5714,7,25.1217,6,8.936,5,89.135,4,38,17,0,26,294,311,29.1,35.3,17,27.7,4.8,23.6,0,0,0,0,49,1007.6,0.5,3.8,26.9,10
Delhi,Delhi,12-04-2017,201,96.932,10,259.69,5,76.5667,9,28.0743,7,29.2767,6,5.635,6,85.552,5,39,20,0,26.8,298.9,308.9,30.6,36.7,20,29.2,6.9,25.2,0,0,0,0,45,1006.8,0,3.5,26.7,10
